"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-09-28",,"70","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-09-29",,"74","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-09-30",,"74","63"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-01",,"72","64"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-02",,"69","61"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-03",,"69","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-04",,"73","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-05",,"76","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-06",,"84","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-07",,"78","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-08",,"71","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-09",,"70","59"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-10",,"69","62"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-11",,"70","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-12",,"70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-13",,"65","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-14",,"63","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-15",,"63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-16",,"68","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-17",,"75","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-18",,"77","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-19",,"70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-20",,"77","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-21",,"73","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-22",,"67","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-23",,"65","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-24",,"66","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-25",,"66","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-26",,"67","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-27",,"68","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-28",,"76","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-29",,"80","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-30",,"63","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-10-31",,"68","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-01",,"70","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-02",,"74","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-03",,"66","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-04",,"69","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-05",,"67","60"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-06",,"68","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-07",,"68","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-08",,"70","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-09",,"78","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-10",,"74","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-11",,"73","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-12",,"68","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-13",,"67","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-14",,"64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-15",,"65","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-16",,"62","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-17",,"58","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-18",,"61","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-19",,"59","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-20",,"60","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-21",,"64","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-22",,"65","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-23",,"58","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-24",,"62","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-25",,"58","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-26",,"59","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-27",,"56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-28",,"55","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-29",,"54","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-11-30",,"52","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-01",,"53","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-02",,"59","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-03",,"63","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-04",,"55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-05",,"56","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-06",,"53","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-07",,"52","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-08",,"54","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-09",,"54","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-10",,"55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-11",,"54","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-12",,"53","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-13",,"53","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-14",,"50","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-15",,"52","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-16",,"57","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-17",,"63","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-18",,"56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-19",,"64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-20",,"62","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-21",,"62","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-22",,"65","57"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-23",,"63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-24",,"64","56"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-25",,"62","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-26",,"60","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-27",,"55","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-28",,"57","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-29",,"62","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2025-12-30",,"52","45"
